city,population
"Bee, NE",184
"Beemer, NE",655
"Belden, NE",109
"Belgrade, NE",114
"Bellwood, NE",420
"Belvidere, NE",46
"Benedict, NE",228
"Bennet, NE",977
"Bertrand, NE",709
"Berwyn, NE",80
"Bladen, NE",219
"Bloomington, NE",97
"Bradshaw, NE",268
"Brady, NE",420
"Brainard, NE",314
"Brewster, NE",17
"Bristow, NE",59
"Broadwater, NE",117
"Brock, NE",106
"Brownville, NE",128
"Brule, NE",305
"Bruning, NE",269
"Bruno, NE",92
"Brunswick, NE",132
"Burchard, NE",74
"Burr, NE",59
"Burton, NE",10
"Bushnell, NE",116
"Butte, NE",303
"Byron, NE",80
"Cairo, NE",792
"Callaway, NE",536
"Campbell, NE",301
"Carleton, NE",87
"Carroll, NE",213
"Center, NE",87
"Ceresco, NE",899
"Chambers, NE",256
"Chapman, NE",287
"Chester, NE",222
"Clarks, NE",344
"Clatonia, NE",220
"Clearwater, NE",400
"Clinton, NE",39
"Cody, NE",153
"Coleridge, NE",450
"Colon, NE",106
"Comstock, NE",88
"Concord, NE",152
"Cook, NE",302
"Cordova, NE",132
"Cornlea, NE",36
"Cortland, NE",472
"Cotesfield, NE",47
"Cowles, NE",27
"Craig, NE",187
"Creston, NE",203
"Crookston, NE",69
"Culbertson, NE",559
"Cushing, NE",33
"Dalton, NE",278
"Danbury, NE",95
"Dannebrog, NE",305
"Davenport, NE",283
"Davey, NE",154
"Dawson, NE",135
"Daykin, NE",159
"Decatur, NE",463
"Denton, NE",206
"Deweese, NE",65
"Diller, NE",254
"Dix, NE",242
"Dixon, NE",81
"Dodge, NE",593
"Doniphan, NE",830
"Dorchester, NE",574
"Douglas, NE",179
"Dunbar, NE",193
"Duncan, NE",369
"Dunning, NE",99
"Dwight, NE",191
"Eagle, NE",1096
"Eddyville, NE",94
"Edison, NE",123
"Elba, NE",225
"Elmwood, NE",661
"Elsie, NE",105
"Elwood, NE",683
"Elyria, NE",51
"Emerson, NE",792
"Emmet, NE",46
"Endicott, NE",125
"Ericson, NE",90
"Eustis, NE",373
"Ewing, NE",372
"Exeter, NE",522
"Fairmont, NE",515
"Farnam, NE",165
"Farwell, NE",117
"Filley, NE",126
"Firth, NE",627
"Fordyce, NE",131
"Foster, NE",51
"Funk, NE",183
"Gandy, NE",31
"Garland, NE",213
"Garrison, NE",51
"Gilead, NE",38
"Giltner, NE",367
"Glenvil, NE",292
"Goehner, NE",158
"Grafton, NE",118
"Greenwood, NE",595
"Gresham, NE",212
"Gross, NE",2
"Gurley, NE",187
"Hadar, NE",305
"Haigler, NE",140
"Hallam, NE",266
"Halsey, NE",81
"Hamlet, NE",56
"Hampton, NE",433
"Harbine, NE",46
"Hardy, NE",146
"Harrison, NE",223
"Hazard, NE",66
"Heartwell, NE",69
"Hemingford, NE",773
"Hendley, NE",23
"Henry, NE",100
"Herman, NE",271
"Hershey, NE",656
"Hildreth, NE",352
"Holbrook, NE",194
"Holstein, NE",238
"Homer, NE",521
"Hordville, NE",148
"Hoskins, NE",299
"Howells, NE",564
"Hubbard, NE",224
"Hubbell, NE",65
"Huntley, NE",43
"Hyannis, NE",184
"Inglewood, NE",320
"Inman, NE",122
"Ithaca, NE",148
"Jackson, NE",203
"Jansen, NE",112
"Johnson, NE",326
"Johnstown, NE",61
"Julian, NE",55
"Juniata, NE",823
"Kenesaw, NE",962
"Kennard, NE",366
"Kilgore, NE",79
"Lamar, NE",22
"Lawrence, NE",281
"Lebanon, NE",77
"Leigh, NE",417
"Leshara, NE",119
"Lewellen, NE",199
"Lewiston, NE",63
"Liberty, NE",73
"Lindsay, NE",262
"Linwood, NE",82
"Litchfield, NE",249
"Lodgepole, NE",275
"Loomis, NE",376
"Lorton, NE",43
"Lushton, NE",29
"Lyman, NE",323
"Lynch, NE",220
"McGrew, NE",101
"McLean, NE",36
"Madrid, NE",231
"Magnet, NE",54
"Malcolm, NE",406
"Malmo, NE",114
"Manley, NE",172
"Marquette, NE",239
"Martinsburg, NE",88
"Maskell, NE",71
"Maxwell, NE",295
"Maywood, NE",249
"Mead, NE",567
"Melbeta, NE",108
"Memphis, NE",110
"Merna, NE",363
"Merriman, NE",129
"Miller, NE",131
"Milligan, NE",266
"Monowi, NE",1
"Monroe, NE",282
"Moorefield, NE",30
"Morrill, NE",889
"Mullen, NE",463
"Murdock, NE",247
"Murray, NE",485
"Naper, NE",76
"Naponee, NE",100
"Nehawka, NE",212
"Nemaha, NE",142
"Nenzel, NE",19
"Newcastle, NE",346
"Newport, NE",87
"Nickerson, NE",369
"Niobrara, NE",338
"Nora, NE",20
"Norman, NE",44
"Oak, NE",61
"Oakdale, NE",293
"Obert, NE",22
"Oconto, NE",144
"Octavia, NE",120
"Odell, NE",291
"Ohiowa, NE",106
"Ong, NE",59
"Orchard, NE",345
"Orleans, NE",371
"Otoe, NE",178
"Overton, NE",567
"Oxford, NE",733
"Page, NE",158
"Palisade, NE",330
"Palmer, NE",467
"Palmyra, NE",565
"Panama, NE",274
"Paxton, NE",490
"Pender, NE",1108
"Petersburg, NE",312
"Phillips, NE",298
"Pickrell, NE",191
"Pilger, NE",358
"Pleasanton, NE",359
"Plymouth, NE",377
"Polk, NE",305
"Potter, NE",292
"Prague, NE",309
"Preston, NE",26
"Primrose, NE",58
"Prosser, NE",72
"Ragan, NE",38
"Raymond, NE",185
"Reynolds, NE",66
"Richland, NE",72
"Riverdale, NE",179
"Riverton, NE",84
"Roca, NE",350
"Rockville, NE",100
"Rogers, NE",94
"Rosalie, NE",162
"Roseland, NE",267
"Royal, NE",58
"Rulo, NE",160
"Ruskin, NE",113
"Salem, NE",104
"Santee, NE",340
"Saronville, NE",45
"Scotia, NE",289
"Shelby, NE",701
"Shelton, NE",1055
"Shickley, NE",319
"Sholes, NE",20
"Shubert, NE",138
"Smithfield, NE",53
"Snyder, NE",289
"Spalding, NE",440
"Spencer, NE",416
"Sprague, NE",151
"Springview, NE",236
"Stamford, NE",175
"Staplehurst, NE",232
"Stapleton, NE",299
"Steinauer, NE",70
"Stella, NE",143
"Sterling, NE",459
"Stockham, NE",45
"Stockville, NE",25
"Strang, NE",27
"Stratton, NE",324
"Stuart, NE",584
"Sumner, NE",219
"Surprise, NE",41
"Sutherland, NE",1320
"Swanton, NE",91
"Talmage, NE",241
"Tarnov, NE",46
"Taylor, NE",200
"Thayer, NE",58
"Thedford, NE",219
"Thurston, NE",136
"Tobias, NE",105
"Trenton, NE",535
"Trumbull, NE",196
"Uehling, NE",222
"Ulysses, NE",159
"Unadilla, NE",322
"Union, NE",243
"Upland, NE",134
"Utica, NE",831
"Valparaiso, NE",543
"Venango, NE",160
"Verdel, NE",30
"Verdigre, NE",527
"Verdon, NE",158
"Virginia, NE",57
"Waco, NE",236
"Wallace, NE",344
"Walthill, NE",798
"Washington, NE",157
"Waterbury, NE",67
"Waterloo, NE",915
"Wauneta, NE",556
"Wausa, NE",559
"Wellfleet, NE",78
"Western, NE",232
"Weston, NE",330
"Whitney, NE",72
"Wilcox, NE",345
"Wilsonville, NE",87
"Winnebago, NE",787
"Winnetoon, NE",66
"Winside, NE",401
"Winslow, NE",101
"Wolbach, NE",254
"Wynot, NE",183
"Ridgewood, NJ",25056
"Capitan, NM",1431
"Causey, NM",98
"Chama, NM",992
"Cimarron, NM",881
"Cloudcroft, NM",701
"Columbus, NM",1617
"Corona, NM",163
"Corrales, NM",8696
"Cuba, NM",757
"Dora, NM",121
"Encino, NM",78
"Floyd, NM",110
"Folsom, NM",57
"Grady, NM",103
"Grenville, NM",29
"Hatch, NM",1650
"Hope, NM",106
"House, NM",62
"Logan, NM",979
"Loving, NM",1393
"Magdalena, NM",878
"Maxwell, NM",212
"Melrose, NM",629
"Milan, NM",3669
"Mosquero, NM",85
"Pecos, NM",1320
"Questa, NM",1755
"Reserve, NM",277
"Roy, NM",211
"Ruidoso, NM",7901
"Tijeras, NM",535
"Tularosa, NM",3006
"Virden, NM",129
"Willard, NM",242
"Williamsburg, NM",408
"Adams, NY",1714
"Addison, NY",1652
"Afton, NY",799
"Airmont, NY",8786
"Akron, NY",2856
"Albion, NY",5735
"Alden, NY",2569
"Alexander, NY",493
"Alfred, NY",3991
"Allegany, NY",1696
"Almond, NY",430
"Altamont, NY",1669
"Ames, NY",139
"Amityville, NY",9399
"Andover, NY",977
"Angelica, NY",818
"Angola, NY",2101
"Antwerp, NY",653
"Arcade, NY",1933
"Ardsley, NY",4502
"Argyle, NY",292
"Arkport, NY",791
"Asharoken, NY",646
"Athens, NY",1598
"Attica, NY",2404
"Aurora, NY",672
"Avoca, NY",894
"Avon, NY",3282
"Babylon, NY",11992
"Bainbridge, NY",1303
"Baldwinsville, NY",7822
"Barker, NY",507
"Bath, NY",5472
"Bayville, NY",6732
"Bellerose, NY",1162
"Bellport, NY",2047
"Belmont, NY",902
"Bergen, NY",1083
"Blasdell, NY",2662
"Bloomfield, NY",1307
"Bloomingburg, NY",412
"Bolivar, NY",976
"Boonville, NY",1981
"Brewster, NY",2337
"Brightwaters, NY",3059
"Broadalbin, NY",1275
"Brockport, NY",8163
"Brocton, NY",1395
"Bronxville, NY",6408
"Brookville, NY",3605
"Brownville, NY",1081
"Brushton, NY",432
"Buchanan, NY",2232
"Burdett, NY",316
"Burke, NY",200
"Caledonia, NY",2094
"Cambridge, NY",1810
"Camden, NY",2159
"Camillus, NY",1195
"Canajoharie, NY",2133
"Canaseraga, NY",509
"Canastota, NY",4544
"Candor, NY",790
"Canisteo, NY",2135
"Canton, NY",6496
"Carthage, NY",3289
"Cassadaga, NY",593
"Castile, NY",979
"Castleton-on-Hudson, NY",1462
"Castorland, NY",343
"Cato, NY",498
"Catskill, NY",3814
"Cattaraugus, NY",904
"Cayuga, NY",519
"Cazenovia, NY",2849
"Cedarhurst, NY",6633
"Celoron, NY",1027
"Champlain, NY",1050
"Chateaugay, NY",798
"Chatham, NY",1622
"Chaumont, NY",578
"Chester, NY",4091
"Chittenango, NY",4850
"Churchville, NY",2110
"Clayton, NY",1834
"Clayville, NY",339
"Cleveland, NY",716
"Clinton, NY",1707
"Clyde, NY",1961
"Cobleskill, NY",4356
"Cohocton, NY",791
"Colonie, NY",7618
"Constableville, NY",236
"Cooperstown, NY",1754
"Copenhagen, NY",772
"Corfu, NY",701
"Corinth, NY",2445
"Cornwall-on-Hudson, NY",2918
"Coxsackie, NY",2670
"Croghan, NY",594
"Croton-on-Hudson, NY",8095
"Cuba, NY",1474
"Dannemora, NY",3524
"Dansville, NY",4373
"Deferiet, NY",283
"Delanson, NY",384
"Delevan, NY",1022
"Delhi, NY",2949
"Depew, NY",15011
"Deposit, NY",1522
"DeRuyter, NY",524
"Dexter, NY",997
"Dolgeville, NY",2069
"Dresden, NY",283
"Dryden, NY",2047
"Dundee, NY",1630
"Earlville, NY",805
"Elba, NY",639
"Elbridge, NY",998
"Ellenville, NY",4014
"Ellicottville, NY",382
"Ellisburg, NY",233
"Elmsford, NY",5216
"Endicott, NY",12532
"Esperance, NY",325
"Fabius, NY",332
"Fairport, NY",5305
"Falconer, NY",2247
"Farmingdale, NY",9002
"Farnham, NY",371
"Fayetteville, NY",4044
"Fishkill, NY",2155
"Fleischmanns, NY",310
"Florida, NY",2919
"Fonda, NY",752
"Frankfort, NY",2427
"Franklin, NY",338
"Franklinville, NY",1630
"Fredonia, NY",10303
"Freeport, NY",42956
"Freeville, NY",490
"Fultonville, NY",783
"Gainesville, NY",218
"Galway, NY",191
"Geneseo, NY",8120
"Gilbertsville, NY",373
"Goshen, NY",5370
"Gouverneur, NY",3666
"Gowanda, NY",2547
"Granville, NY",2439
"Greene, NY",1416
"Greenport, NY",2231
"Greenwich, NY",1715
"Groton, NY",2225
"Hagaman, NY",1272
"Hamburg, NY",9712
"Hamilton, NY",4092
"Hammond, NY",270
"Hammondsport, NY",622
"Hancock, NY",933
"Hannibal, NY",525
"Harriman, NY",2452
"Harrison, NY",28943
"Harrisville, NY",604
"Hastings-on-Hudson, NY",7853
"Haverstraw, NY",12045
"Hempstead, NY",55113
"Herkimer, NY",7262
"Heuvelton, NY",722
"Hillburn, NY",983
"Hilton, NY",5777
"Hobart, NY",391
"Holley, NY",1683
"Homer, NY",3101
"Horseheads, NY",6336
"Hunter, NY",475
"Ilion, NY",7668
"Interlaken, NY",599
"Irvington, NY",6473
"Islandia, NY",3309
"Jeffersonville, NY",336
"Jordan, NY",1302
"Kaser, NY",5368
"Kenmore, NY",15020
"Kensington, NY",1189
"Kinderhook, NY",1124
"Lacona, NY",547
"Lakewood, NY",2797
"Lancaster, NY",10109
"Lansing, NY",3646
"Larchmont, NY",6087
"Lattingtown, NY",1764
"Laurens, NY",246
"Lawrence, NY",6556
"Leicester, NY",440
"Lewiston, NY",2570
"Liberty, NY",4199
"Lima, NY",2016
"Lindenhurst, NY",26801
"Lisle, NY",296
"Liverpool, NY",2204
"Livonia, NY",1460
"Lodi, NY",286
"Lowville, NY",3312
"Lynbrook, NY",19448
"Lyndonville, NY",781
"McGraw, NY",975
"Madison, NY",285
"Malone, NY",5600
"Malverne, NY",8485
"Mamaroneck, NY",19131
"Manchester, NY",1611
"Manlius, NY",4434
"Mannsville, NY",335
"Manorhaven, NY",6627
"Marathon, NY",862
"Marcellus, NY",1717
"Margaretville, NY",546
"Massena, NY",10200
"Matinecock, NY",833
"Maybrook, NY",3682
"Mayfield, NY",791
"Mayville, NY",1592
"Medina, NY",5656
"Menands, NY",3864
"Meridian, NY",288
"Mexico, NY",1522
"Middleburgh, NY",1417
"Middleport, NY",1743
"Middleville, NY",487
"Milford, NY",394
"Millbrook, NY",1406
"Millerton, NY",925
"Millport, NY",287
"Mineola, NY",19207
"Minoa, NY",3415
"Mohawk, NY",2526
"Monroe, NY",8586
"Montebello, NY",4593
"Montgomery, NY",4528
"Monticello, NY",6385
"Moravia, NY",1209
"Morris, NY",559
"Morristown, NY",377
"Morrisville, NY",1849
"Munnsville, NY",463
"Muttontown, NY",3668
"Naples, NY",994
"Nassau, NY",1098
"Nelliston, NY",570
"Nelsonville, NY",632
"Newark, NY",8836
"Newport, NY",600
"Nichols, NY",470
"Nissequogue, NY",1732
"Northport, NY",7273
"Northville, NY",1053
"Norwood, NY",1560
"Nunda, NY",1283
"Nyack, NY",7156
"Oakfield, NY",1693
"Odessa, NY",552
"Oriskany, NY",1329
"Ossining, NY",24812
"Otego, NY",928
"Otisville, NY",1056
"Ovid, NY",598
"Owego, NY",3851
"Oxford, NY",1379
"Palmyra, NY",3321
"Panama, NY",444
"Parish, NY",427
"Patchogue, NY",12321
"Pawling, NY",2262
"Pelham, NY",6947
"Perry, NY",3488
"Phelps, NY",1898
"Philadelphia, NY",1125
"Philmont, NY",1258
"Phoenix, NY",2241
"Piermont, NY",2531
"Pittsford, NY",1332
"Plandome, NY",1466
"Pleasantville, NY",7260
"Poland, NY",478
"Pomona, NY",3262
"Poquott, NY",928
"Portville, NY",948
"Potsdam, NY",8991
"Pulaski, NY",2225
"Quogue, NY",1014
"Ravena, NY",3173
"Remsen, NY",494
"Rhinebeck, NY",2563
"Richburg, NY",419
"Richmondville, NY",849
"Richville, NY",302
"Riverside, NY",472
"Roslyn, NY",2902
"Rushville, NY",666
"Sagaponack, NY",323
"Saltaire, NY",41
"Saugerties, NY",3808
"Savona, NY",780
"Scarsdale, NY",17871
"Schaghticoke, NY",576
"Schoharie, NY",816
"Schuylerville, NY",1317
"Scotia, NY",7642
"Scottsville, NY",1916
"Sherburne, NY",1307
"Sherman, NY",677
"Shoreham, NY",531
"Shortsville, NY",1405
"Sidney, NY",3585
"Sinclairville, NY",547
"Skaneateles, NY",2465
"Sloan, NY",3541
"Sloatsburg, NY",3095
"Smyrna, NY",216
"Sodus, NY",1708
"Solvay, NY",6234
"Southampton, NY",3307
"Speculator, NY",299
"Spencer, NY",707
"Spencerport, NY",3657
"Springville, NY",4288
"Stamford, NY",1027
"Stillwater, NY",1710
"Suffern, NY",11007
"Tannersville, NY",516
"Tarrytown, NY",11370
"Theresa, NY",781
"Thomaston, NY",2613
"Tivoli, NY",1081
"Trumansburg, NY",1717
"Tuckahoe, NY",6549
"Tully, NY",853
"Turin, NY",227
"Unadilla, NY",1050
"Unionville, NY",594
"Valatie, NY",1841
"Vernon, NY",1144
"Victor, NY",2680
"Victory, NY",580
"Voorheesville, NY",2771
"Waddington, NY",943
"Walden, NY",6689
"Walton, NY",2798
"Wampsville, NY",611
"Warsaw, NY",3248
"Warwick, NY",6775
"Washingtonville, NY",5770
"Waterford, NY",2277
"Waterloo, NY",4872
"Waterville, NY",1517
"Waverly, NY",4115
"Wayland, NY",1764
"Webster, NY",5667
"Weedsport, NY",1706
"Wellsburg, NY",536
"Wellsville, NY",4375
"Westbury, NY",15351
"Westfield, NY",2967
"Whitehall, NY",2542
"Whitesboro, NY",3612
"Williamsville, NY",5220
"Wilson, NY",1221
"Windsor, NY",860
"Wolcott, NY",1614
"Woodbury, NY",11089
"Woodridge, NY",777
"Woodsburgh, NY",780
"Wurtsboro, NY",1149
"Wyoming, NY",417
"Yorkville, NY",2568
"Youngstown, NY",1880
"Alamance, NC",1042
"Clemmons, NC",20867
"Cofield, NC",369
"Foxfire, NC",1042
"Grandfather, NC",24
"Marvin, NC",6792
"Misenheimer, NC",756
"Pinehurst, NC",16620
"Simpson, NC",482
"Tobaccoville, NC",2718
"Aberdeen, OH",1604
"Ada, OH",5544
"Adamsville, OH",124
"Addyston, OH",936
"Adelphi, OH",375
"Adena, OH",704
"Albany, OH",891
"Alexandria, OH",542
"Alger, OH",839
"Amanda, OH",738
"Amberley, OH",3543
"Amelia, OH",5039
"Amesville, OH",153
"Amsterdam, OH",472
"Andover, OH",1095
"Anna, OH",1520
"Ansonia, OH",1121
"Antioch, OH",79
"Antwerp, OH",1683
"Aquilla, OH",338
"Arcadia, OH",588
"Arcanum, OH",2008
"Archbold, OH",4319
"Arlington, OH",1442
"Ashley, OH",1608
"Ashville, OH",4385
"Athalia, OH",354
"Attica, OH",861
"Bainbridge, OH",850
"Bairdstown, OH",134
"Baltic, OH",776
"Baltimore, OH",3004
"Barnesville, OH",3998
"Barnhill, OH",391
"Batavia, OH",1983
"Batesville, OH",99
"Beallsville, OH",380
"Beaver, OH",432
"Beaverdam, OH",371
"Bellaire, OH",4013
"Bellville, OH",1931
"Belmont, OH",434
"Belmore, OH",144
"Beloit, OH",924
"Bentleyville, OH",846
"Bergholz, OH",615
"Berkey, OH",236
"Bethel, OH",2811
"Bethesda, OH",1212
"Bettsville, OH",622
"Beverly, OH",1332
"Blakeslee, OH",91
"Blanchester, OH",4262
"Bloomdale, OH",683
"Bloomingburg, OH",915
"Bloomingdale, OH",188
"Bloomville, OH",911
"Bluffton, OH",4082
"Bolivar, OH",970
"Botkins, OH",1158
"Bowerston, OH",378
"Bowersville, OH",330
"Bradford, OH",1866
"Bradner, OH",1018
"Bratenahl, OH",1159
"Bremen, OH",1452
"Brewster, OH",2153
"Brice, OH",120
"Bridgeport, OH",1728
"Brookside, OH",575
"Broughton, OH",113
"Buchtel, OH",567
"Buckland, OH",222
"Burbank, OH",198
"Burgoon, OH",164
"Burkettsville, OH",273
"Burton, OH",1451
"Butler, OH",894
"Butlerville, OH",162
"Byesville, OH",2352
"Cadiz, OH",3161
"Cairo, OH",523
"Caldwell, OH",1712
"Caledonia, OH",557
"Camden, OH",1973
"Cardington, OH",2071
"Carey, OH",3554
"Carlisle, OH",5446
"Carroll, OH",566
"Carrollton, OH",3026
"Casstown, OH",278
"Castalia, OH",815
"Castine, OH",135
"Catawba, OH",273
"Cecil, OH",178
"Cedarville, OH",4320
"Centerburg, OH",2226
"Chatfield, OH",178
"Chauncey, OH",1035
"Chesapeake, OH",702
"Cheshire, OH",128
"Chesterhill, OH",275
"Chesterville, OH",232
"Chickasaw, OH",292
"Chilo, OH",67
"Christiansburg, OH",505
"Clarington, OH",363
"Clarksburg, OH",444
"Clarksville, OH",549
"Cleves, OH",3375
"Clifton, OH",147
"Clinton, OH",1209
"Cloverdale, OH",160
"Coalton, OH",473
"Coldwater, OH",4562
"Conesville, OH",343
"Congress, OH",177
"Continental, OH",1101
"Convoy, OH",1059
"Coolville, OH",494
"Corning, OH",568
"Corwin, OH",473
"Covington, OH",2708
"Crestline, OH",4425
"Creston, OH",2170
"Cridersville, OH",1792
"Crooksville, OH",2482
"Cumberland, OH",349
"Custar, OH",184
"Cygnet, OH",618
"Dalton, OH",1888
"Danville, OH",1015
"Darbyville, OH",229
"Deersville, OH",75
"Dellroy, OH",330
"Delta, OH",3100
"Dennison, OH",2594
"Deshler, OH",1721
"Dillonvale, OH",619
"Donnelsville, OH",261
"Doylestown, OH",3067
"Dresden, OH",1691
"Dunkirk, OH",840
"Dupont, OH",303
"Edgerton, OH",1999
"Edison, OH",443
"Edon, OH",810
"Eldorado, OH",490
"Elgin, OH",56
"Elida, OH",1803
"Elmore, OH",1396
"Empire, OH",280
"Enon, OH",2386
"Evendale, OH",2727
"Fairfax, OH",1701
"Fairview, OH",81
"Farmersville, OH",1002
"Fayette, OH",1241
"Fayetteville, OH",316
"Felicity, OH",858
"Fletcher, OH",483
"Florida, OH",214
"Flushing, OH",832
"Forest, OH",1431
"Frankfort, OH",1048
"Frazeysburg, OH",1316
"Fredericksburg, OH",412
"Fredericktown, OH",2525
"Freeport, OH",350
"Fulton, OH",255
"Fultonham, OH",161
"Galena, OH",742
"Gallipolis, OH",3556
"Gambier, OH",2486
"Garrettsville, OH",2315
"Geneva-on-the-Lake, OH",1199
"Genoa, OH",2277
"Georgetown, OH",4243
"Gettysburg, OH",752
"Gibsonburg, OH",2496
"Gilboa, OH",180
"Glandorf, OH",1025
"Glendale, OH",2181
"Glenford, OH",169
"Glenmont, OH",297
"Glenwillow, OH",919
"Glouster, OH",1780
"Gnadenhutten, OH",1258
"Gordon, OH",208
"Grafton, OH",5707
"Granville, OH",5916
"Gratiot, OH",220
"Gratis, OH",843
"Graysville, OH",72
"Greenfield, OH",4556
"Greenhills, OH",3567
"Greenwich, OH",1422
"Hamden, OH",864
"Hamersville, OH",502
"Hamler, OH",555
"Hanover, OH",1204
"Hanoverton, OH",388
"Harpster, OH",192
"Harrisburg, OH",341
"Harrisville, OH",223
"Harrod, OH",403
"Hartville, OH",3079
"Harveysburg, OH",567
"Haskins, OH",1237
"Haviland, OH",201
"Hayesville, OH",458
"Hebron, OH",2477
"Helena, OH",209
"Hemlock, OH",152
"Hicksville, OH",3434
"Higginsport, OH",242
"Highland, OH",250
"Hiram, OH",1159
"Holgate, OH",1059
"Holland, OH",1655
"Hollansburg, OH",216
"Holloway, OH",317
"Holmesville, OH",402
"Hopedale, OH",903
"Hoytville, OH",317
"Huntsville, OH",446
"Irondale, OH",358
"Ithaca, OH",129
"Jacksonburg, OH",65
"Jacksonville, OH",480
"Jamestown, OH",2136
"Jefferson, OH",2990
"Jeffersonville, OH",1172
"Jenera, OH",215
"Jeromesville, OH",549
"Jerusalem, OH",150
"Jewett, OH",651
"Johnstown, OH",5098
"Kalida, OH",1587
"Kettlersville, OH",170
"Killbuck, OH",919
"Kingston, OH",1017
"Kipton, OH",233
"Kirby, OH",110
"Kirkersville, OH",552
"Lafayette, OH",417
"LaGrange, OH",2479
"Lakeline, OH",217
"Lakemore, OH",3072
"Lakeview, OH",1106
"Latty, OH",183
"Laura, OH",494
"Laurelville, OH",503
"Leesburg, OH",1323
"Leesville, OH",146
"Leetonia, OH",1832
"Leipsic, OH",2022
"Lewisburg, OH",1746
"Lewisville, OH",164
"Lexington, OH",4682
"Limaville, OH",144
"Lindsey, OH",422
"Linndale, OH",169
"Lisbon, OH",2640
"Lithopolis, OH",1796
"Lockbourne, OH",249
"Lockington, OH",136
"Lockland, OH",3441
"Lodi, OH",2899
"Lordstown, OH",3258
"Loudonville, OH",2617
"Lowell, OH",531
"Lowellville, OH",1092
"Lucas, OH",592
"Luckey, OH",1044
"Lynchburg, OH",1483
"Lyons, OH",548
"McArthur, OH",1643
"McClure, OH",680
"McComb, OH",1638
"McConnelsville, OH",1749
"McDonald, OH",3040
"McGuffey, OH",487
"Macksburg, OH",182
"Madison, OH",3166
"Magnolia, OH",962
"Maineville, OH",1107
"Malinta, OH",252
"Malta, OH",640
"Malvern, OH",1130
"Manchester, OH",1955
"Mantua, OH",1020
"Marblehead, OH",864
"Marengo, OH",341
"Mariemont, OH",3518
"Marseilles, OH",107
"Marshallville, OH",776
"Martinsburg, OH",233
"Martinsville, OH",452
"Matamoras, OH",865
"Mayfield, OH",3337
"Mechanicsburg, OH",1591
"Melrose, OH",260
"Mendon, OH",641
"Metamora, OH",608
"Middlefield, OH",2700
"Middleport, OH",2408
"Midland, OH",308
"Midvale, OH",744
"Midway, OH",328
"Mifflin, OH",134
"Milan, OH",1334
"Millbury, OH",1247
"Milledgeville, OH",109
"Millersburg, OH",3200
"Millersport, OH",1074
"Millville, OH",733
"Miltonsburg, OH",40
"Minerva, OH",3620
"Minster, OH",2817
"Mogadore, OH",3821
"Monroeville, OH",1350
"Montezuma, OH",157
"Montpelier, OH",3924
"Morral, OH",382
"Morristown, OH",288
"Morrow, OH",1325
"Moscow, OH",191
"Mowrystown, OH",352
"Mutual, OH",102
"Nashville, OH",187
"Navarre, OH",1812
"Nellie, OH",131
"Nevada, OH",729
"Neville, OH",106
"Newcomerstown, OH",3737
"Newtonsville, OH",376
"Newtown, OH",2669
"Ney, OH",341
"Northfield, OH",3663
"Norwich, OH",101
"Oakwood, OH",3624
"Oakwood, OH",587
"Obetz, OH",5196
"Octa, OH",58
"Orange, OH",3290
"Orangeville, OH",174
"Orwell, OH",1594
"Osgood, OH",282
"Ostrander, OH",749
"Ottawa, OH",4357
"Ottoville, OH",964
"Otway, OH",82
"Owensville, OH",828
"Palestine, OH",184
"Pandora, OH",1107
"Parral, OH",212
"Patterson, OH",133
"Paulding, OH",3423
"Payne, OH",1139
"Peebles, OH",1717
"Pemberville, OH",1420
"Peninsula, OH",554
"Perry, OH",1626
"Perrysville, OH",717
"Phillipsburg, OH",550
"Philo, OH",728
"Piketon, OH",2140
"Pioneer, OH",1399
"Pitsburg, OH",365
"Plainfield, OH",158
"Pleasantville, OH",959
"Plymouth, OH",1801
"Poland, OH",2378
"Polk, OH",330
"Pomeroy, OH",1757
"Portage, OH",480
"Potsdam, OH",297
"Proctorville, OH",542
"Prospect, OH",1058
"Put-in-Bay, OH",141
"Quincy, OH",704
"Racine, OH",664
"Rarden, OH",147
"Rawson, OH",557
"Rayland, OH",393
"Reminderville, OH",4517
"Rendville, OH",36
"Republic, OH",520
"Richfield, OH",3644
"Richmond, OH",446
"Richwood, OH",2480
"Ridgeway, OH",329
"Ripley, OH",1697
"Risingsun, OH",629
"Riverlea, OH",565
"Rochester, OH",175
"Rockford, OH",1104
"Rogers, OH",224
"Roseville, OH",1839
"Rossburg, OH",185
"Roswell, OH",215
"Rushsylvania, OH",530
"Rushville, OH",309
"Russellville, OH",512
"Russia, OH",664
"Rutland, OH",378
"Sabina, OH",2579
"Salineville, OH",1218
"Sarahsville, OH",169
"Sardinia, OH",1136
"Savannah, OH",415
"Scio, OH",716
"Scott, OH",273
"Seaman, OH",895
"Sebring, OH",4186
"Senecaville, OH",449
"Seville, OH",2425
"Shadyside, OH",3547
"Shawnee, OH",642
"Sheffield, OH",4402
"Sherrodsville, OH",280
"Sherwood, OH",811
